No,year,month,day,hour,DEWP,PRES,Iws,Is,Ir,TEMP
14185,2011,8,15,0,24,1003,1.79,0,3,25
14186,2011,8,15,1,24,1002,1.79,0,0,24
14187,2011,8,15,2,24,1002,4.92,0,0,24
14188,2011,8,15,3,24,1001,8.05,0,1,24
14189,2011,8,15,4,24,1001,9.84,0,2,25
14190,2011,8,15,5,24,1001,11.63,0,3,25
14191,2011,8,15,6,24,1001,14.76,0,4,25
14192,2011,8,15,7,24,1001,16.55,0,5,25
14193,2011,8,15,8,24,1002,18.34,0,6,25
14194,2011,8,15,9,24,1002,20.13,0,0,24
14195,2011,8,15,10,24,1002,21.92,0,1,25
14196,2011,8,15,11,24,1002,1.79,0,2,25
14197,2011,8,15,12,24,1002,4.92,0,3,24
14198,2011,8,15,13,24,1002,8.05,0,4,24
14199,2011,8,15,14,23,1002,1.79,0,5,24
14200,2011,8,15,15,24,1002,0.89,0,0,25
14201,2011,8,15,16,24,1002,1.79,0,0,26
14202,2011,8,15,17,24,1002,0.89,0,0,26
14203,2011,8,15,18,24,1002,1.78,0,0,25
14204,2011,8,15,19,24,1002,0.89,0,0,25
14205,2011,8,15,20,24,1003,1.79,0,0,25
14206,2011,8,15,21,24,1003,1.79,0,0,25
14207,2011,8,15,22,22,1003,4.02,0,0,25
14208,2011,8,15,23,21,1003,3.13,0,0,25
14209,2011,8,16,0,21,1003,4.92,0,1,24
14210,2011,8,16,1,22,1003,0.89,0,2,23
14211,2011,8,16,2,22,1003,0.89,0,3,23
14212,2011,8,16,3,22,1003,0.89,0,0,23
14213,2011,8,16,4,21,1003,4.02,0,0,23
14214,2011,8,16,5,21,1003,7.15,0,0,23
14215,2011,8,16,6,21,1003,11.17,0,0,23
14216,2011,8,16,7,21,1003,14.3,0,0,24
14217,2011,8,16,8,21,1004,18.32,0,0,25
14218,2011,8,16,9,22,1004,21.45,0,0,27
14219,2011,8,16,10,21,1004,25.47,0,0,28
14220,2011,8,16,11,19,1004,30.39,0,0,30
14221,2011,8,16,12,19,1004,4.02,0,0,31
14222,2011,8,16,13,18,1004,8.04,0,0,31
14223,2011,8,16,14,18,1003,12.06,0,0,32
14224,2011,8,16,15,17,1003,3.13,0,0,32
14225,2011,8,16,16,17,1003,4.92,0,0,32
14226,2011,8,16,17,18,1003,8.05,0,0,32
14227,2011,8,16,18,19,1003,9.84,0,0,30
14228,2011,8,16,19,19,1003,13.86,0,0,29
14229,2011,8,16,20,21,1004,16.99,0,0,27
14230,2011,8,16,21,21,1005,20.12,0,0,27
14231,2011,8,16,22,21,1006,21.91,0,0,27
14232,2011,8,16,23,22,1006,23.7,0,0,26
14233,2011,8,17,0,22,1006,0.89,0,0,24
14234,2011,8,17,1,22,1006,1.79,0,0,23
14235,2011,8,17,2,22,1006,0.89,0,0,23
14236,2011,8,17,3,22,1006,1.78,0,0,22
14237,2011,8,17,4,22,1006,2.67,0,0,22
14238,2011,8,17,5,22,1006,0.89,0,0,22
14239,2011,8,17,6,22,1006,0.89,0,0,22
14240,2011,8,17,7,23,1007,0.89,0,0,23
14241,2011,8,17,8,23,1007,1.78,0,0,25
14242,2011,8,17,9,23,1007,2.67,0,0,26
14243,2011,8,17,10,23,1007,1.79,0,0,28
14244,2011,8,17,11,23,1007,4.92,0,0,27
14245,2011,8,17,12,23,1008,9.84,0,0,26
14246,2011,8,17,13,23,1007,1.79,0,1,26
14247,2011,8,17,14,22,1007,3.13,0,0,27
14248,2011,8,17,15,22,1007,8.05,0,0,27
14249,2011,8,17,16,19,1007,12.97,0,1,26
14250,2011,8,17,17,20,1008,17.89,0,2,25
14251,2011,8,17,18,18,1009,23.7,0,3,25
14252,2011,8,17,19,18,1008,26.83,0,0,24
14253,2011,8,17,20,19,1009,30.85,0,1,23
14254,2011,8,17,21,19,1010,34.87,0,2,23
14255,2011,8,17,22,18,1010,38.89,0,0,23
14256,2011,8,17,23,18,1009,42.91,0,0,23
14257,2011,8,18,0,18,1009,3.13,0,0,23
14258,2011,8,18,1,18,1010,4.92,0,0,23
14259,2011,8,18,2,19,1009,6.71,0,0,23
14260,2011,8,18,3,19,1009,0.89,0,0,23
14261,2011,8,18,4,19,1009,0.89,0,0,21
14262,2011,8,18,5,19,1010,1.78,0,0,20
14263,2011,8,18,6,19,1010,0.89,0,0,20
14264,2011,8,18,7,20,1011,0.89,0,0,22
14265,2011,8,18,8,18,1011,3.13,0,0,24
14266,2011,8,18,9,17,1011,6.26,0,0,26
14267,2011,8,18,10,17,1011,9.39,0,0,27
14268,2011,8,18,11,16,1011,1.79,0,0,28
14269,2011,8,18,12,16,1010,3.58,0,0,29
14270,2011,8,18,13,15,1010,1.79,0,0,31
14271,2011,8,18,14,16,1010,1.79,0,0,31
14272,2011,8,18,15,16,1009,4.92,0,0,32
14273,2011,8,18,16,19,1009,9.84,0,0,31
14274,2011,8,18,17,19,1010,16.99,0,0,29
14275,2011,8,18,18,19,1010,21.91,0,0,27
14276,2011,8,18,19,20,1010,26.83,0,0,26
14277,2011,8,18,20,20,1011,29.96,0,0,24
14278,2011,8,18,21,20,1012,33.98,0,0,24
14279,2011,8,18,22,21,1012,37.11,0,0,23
14280,2011,8,18,23,21,1012,40.24,0,0,23
14281,2011,8,19,0,21,1012,43.37,0,0,22
14282,2011,8,19,1,21,1012,44.26,0,0,22
14283,2011,8,19,2,21,1012,46.05,0,0,21
14284,2011,8,19,3,20,1012,0.89,0,0,21
14285,2011,8,19,4,20,1012,0.89,0,0,21
14286,2011,8,19,5,20,1012,0.89,0,0,21
14287,2011,8,19,6,20,1013,0.89,0,0,20
14288,2011,8,19,7,21,1012,0.89,0,0,22
14289,2011,8,19,8,22,1013,1.78,0,0,24
14290,2011,8,19,9,22,1013,2.67,0,0,25
14291,2011,8,19,10,22,1013,1.79,0,0,27
14292,2011,8,19,11,21,1013,3.13,0,0,29
14293,2011,8,19,12,22,1013,4.02,0,0,29
14294,2011,8,19,13,19,1012,8.94,0,0,29
14295,2011,8,19,14,20,1012,12.96,0,0,30
14296,2011,8,19,15,18,1011,16.98,0,0,30
14297,2011,8,19,16,17,1011,21,0,0,29
14298,2011,8,19,17,18,1011,24.13,0,0,30
14299,2011,8,19,18,19,1011,27.26,0,0,28
14300,2011,8,19,19,19,1011,30.39,0,0,26
14301,2011,8,19,20,19,1012,34.41,0,0,25
14302,2011,8,19,21,19,1012,36.2,0,0,23
14303,2011,8,19,22,19,1012,37.99,0,0,22
14304,2011,8,19,23,19,1012,39.78,0,0,21
14305,2011,8,20,0,20,1012,41.57,0,0,22
14306,2011,8,20,1,19,1012,43.36,0,0,21
14307,2011,8,20,2,19,1013,45.15,0,0,20
14308,2011,8,20,3,20,1013,46.94,0,0,20
14309,2011,8,20,4,19,1013,1.79,0,0,19
14310,2011,8,20,5,19,1013,3.58,0,0,19
14311,2011,8,20,6,19,1013,5.37,0,0,20
14312,2011,8,20,7,21,1013,0.89,0,0,21
14313,2011,8,20,8,21,1013,1.78,0,0,22
14314,2011,8,20,9,21,1013,1.79,0,0,24
14315,2011,8,20,10,22,1013,0.89,0,0,27
14316,2011,8,20,11,21,1013,1.78,0,0,28
14317,2011,8,20,12,21,1012,1.79,0,0,30
14318,2011,8,20,13,20,1012,3.58,0,0,31
14319,2011,8,20,14,20,1011,6.71,0,0,32
14320,2011,8,20,15,21,1010,9.84,0,0,31
14321,2011,8,20,16,20,1010,13.86,0,0,31
14322,2011,8,20,17,20,1010,16.99,0,0,31
14323,2011,8,20,18,20,1010,21.01,0,0,29
14324,2011,8,20,19,20,1011,24.14,0,0,27
14325,2011,8,20,20,20,1011,27.27,0,0,25
14326,2011,8,20,21,20,1011,31.29,0,0,25
14327,2011,8,20,22,21,1012,0.89,0,0,23
14328,2011,8,20,23,20,1012,1.79,0,0,22
14329,2011,8,21,0,21,1012,2.68,0,0,22
14330,2011,8,21,1,20,1011,4.47,0,0,21
14331,2011,8,21,2,20,1012,1.79,0,0,21
14332,2011,8,21,3,20,1012,2.68,0,0,21
14333,2011,8,21,4,19,1012,0.89,0,0,20
14334,2011,8,21,5,19,1012,0.89,0,0,19
14335,2011,8,21,6,20,1012,1.78,0,0,20
14336,2011,8,21,7,21,1012,0.89,0,0,22
14337,2011,8,21,8,22,1012,1.78,0,0,24
14338,2011,8,21,9,22,1012,1.79,0,0,25
14339,2011,8,21,10,22,1011,0.89,0,0,28
14340,2011,8,21,11,22,1011,1.79,0,0,28
14341,2011,8,21,12,22,1010,1.79,0,0,30
14342,2011,8,21,13,22,1010,1.79,0,0,31
14343,2011,8,21,14,21,1009,5.81,0,0,31
14344,2011,8,21,15,19,1008,11.62,0,0,32
14345,2011,8,21,16,19,1008,16.54,0,0,31
14346,2011,8,21,17,21,1008,20.56,0,0,30
14347,2011,8,21,18,18,1008,25.48,0,0,29
14348,2011,8,21,19,19,1009,28.61,0,0,27
14349,2011,8,21,20,21,1011,1.79,0,0,24
14350,2011,8,21,21,21,1011,0.89,0,0,24
14351,2011,8,21,22,21,1009,5.81,0,0,25
14352,2011,8,21,23,20,1010,0.89,0,0,23
14353,2011,8,22,0,21,1011,1.78,0,0,22
14354,2011,8,22,1,20,1010,1.79,0,0,21
14355,2011,8,22,2,21,1010,4.92,0,0,22
14356,2011,8,22,3,20,1010,1.79,0,0,21
14357,2011,8,22,4,20,1010,0.89,0,0,20
14358,2011,8,22,5,20,1010,1.78,0,0,20
14359,2011,8,22,6,19,1011,2.67,0,0,20
14360,2011,8,22,7,20,1011,1.79,0,0,21
14361,2011,8,22,8,20,1012,0.89,0,0,24
14362,2011,8,22,9,20,1012,1.79,0,0,25
14363,2011,8,22,10,20,1012,0.89,0,0,27
14364,2011,8,22,11,19,1012,1.78,0,0,29
14365,2011,8,22,12,20,1011,3.57,0,0,30
14366,2011,8,22,13,19,1011,5.36,0,0,30
14367,2011,8,22,14,19,1010,3.13,0,0,31
14368,2011,8,22,15,17,1010,7.15,0,0,30
14369,2011,8,22,16,17,1010,11.17,0,0,30
14370,2011,8,22,17,17,1010,15.19,0,0,29
14371,2011,8,22,18,18,1011,18.32,0,0,28
14372,2011,8,22,19,18,1012,20.11,0,0,26
14373,2011,8,22,20,20,1011,0.89,0,0,23
14374,2011,8,22,21,19,1011,4.02,0,0,27
14375,2011,8,22,22,20,1012,4.91,0,0,24
14376,2011,8,22,23,20,1012,5.8,0,0,23
14377,2011,8,23,0,21,1012,1.79,0,0,22
14378,2011,8,23,1,21,1012,0.89,0,0,23
14379,2011,8,23,2,21,1012,1.78,0,0,22
14380,2011,8,23,3,21,1012,2.67,0,0,21
14381,2011,8,23,4,19,1012,0.89,0,0,20
14382,2011,8,23,5,18,1013,4.02,0,0,19
14383,2011,8,23,6,19,1013,5.81,0,0,20
14384,2011,8,23,7,20,1013,7.6,0,0,21
14385,2011,8,23,8,20,1013,1.79,0,0,23
14386,2011,8,23,9,20,1014,1.79,0,0,25
14387,2011,8,23,10,21,1014,1.79,0,0,26
14388,2011,8,23,11,21,1013,1.79,0,0,27
14389,2011,8,23,12,21,1013,0.89,0,0,29
14390,2011,8,23,13,19,1012,1.79,0,0,29
14391,2011,8,23,14,19,1011,1.79,0,0,29
14392,2011,8,23,15,20,1011,1.79,0,0,29
14393,2011,8,23,16,19,1010,3.58,0,0,30
14394,2011,8,23,17,18,1010,6.71,0,0,29
14395,2011,8,23,18,17,1010,9.84,0,0,28
14396,2011,8,23,19,17,1010,13.86,0,0,26
14397,2011,8,23,20,18,1011,0.89,0,0,24
14398,2011,8,23,21,20,1012,1.79,0,0,22
14399,2011,8,23,22,20,1012,4.92,0,0,24
14400,2011,8,23,23,20,1012,6.71,0,0,23
14401,2011,8,24,0,20,1012,8.5,0,0,22
14402,2011,8,24,1,20,1012,10.29,0,0,23
14403,2011,8,24,2,19,1012,12.08,0,0,22
14404,2011,8,24,3,19,1012,1.79,0,0,20
14405,2011,8,24,4,19,1012,1.79,0,0,21
14406,2011,8,24,5,19,1012,0.45,0,0,20
14407,2011,8,24,6,19,1012,1.34,0,0,20
14408,2011,8,24,7,20,1012,0.89,0,0,21
14409,2011,8,24,8,20,1013,2.68,0,0,23
14410,2011,8,24,9,20,1013,0.89,0,0,24
14411,2011,8,24,10,21,1013,1.78,0,0,26
14412,2011,8,24,11,22,1012,1.79,0,0,27
14413,2011,8,24,12,21,1012,4.92,0,0,28
14414,2011,8,24,13,21,1012,4.92,0,1,25
14415,2011,8,24,14,21,1011,3.13,0,0,28
14416,2011,8,24,15,19,1010,7.15,0,0,29
14417,2011,8,24,16,18,1010,12.07,0,0,28
14418,2011,8,24,17,19,1010,13.86,0,0,28
14419,2011,8,24,18,20,1010,16.99,0,0,27
14420,2011,8,24,19,21,1011,21.91,0,1,24
14421,2011,8,24,20,21,1012,1.79,0,2,22
14422,2011,8,24,21,21,1013,1.79,0,0,22
14423,2011,8,24,22,20,1013,1.79,0,0,21
14424,2011,8,24,23,20,1013,0.89,0,0,21
14425,2011,8,25,0,19,1013,1.79,0,0,20
14426,2011,8,25,1,19,1013,3.58,0,0,20
14427,2011,8,25,2,19,1013,0.89,0,0,20
14428,2011,8,25,3,20,1013,1.79,0,0,20
14429,2011,8,25,4,20,1013,3.58,0,0,21
14430,2011,8,25,5,20,1013,5.37,0,0,21
14431,2011,8,25,6,20,1014,7.16,0,0,21
14432,2011,8,25,7,21,1014,0.89,0,0,22
14433,2011,8,25,8,21,1014,1.79,0,0,23
14434,2011,8,25,9,21,1015,4.92,0,0,25
14435,2011,8,25,10,21,1015,8.05,0,0,25
14436,2011,8,25,11,22,1015,11.18,0,0,26
14437,2011,8,25,12,21,1015,14.31,0,0,27
14438,2011,8,25,13,20,1014,3.13,0,1,24
14439,2011,8,25,14,20,1014,4.92,0,2,22
14440,2011,8,25,15,21,1014,6.71,0,0,22
14441,2011,8,25,16,21,1014,10.73,0,0,23
14442,2011,8,25,17,20,1014,12.52,0,0,23
14443,2011,8,25,18,20,1014,1.79,0,0,23
14444,2011,8,25,19,20,1014,0.45,0,0,22
14445,2011,8,25,20,20,1015,1.79,0,0,21
14446,2011,8,25,21,20,1015,0.89,0,0,21
14447,2011,8,25,22,20,1015,1.78,0,0,21
14448,2011,8,25,23,20,1015,2.67,0,0,21
14449,2011,8,26,0,20,1016,1.79,0,0,21
14450,2011,8,26,1,21,1015,2.68,0,0,21
14451,2011,8,26,2,21,1015,0.89,0,0,21
14452,2011,8,26,3,21,1015,1.34,0,0,22
14453,2011,8,26,4,21,1015,2.23,0,1,22
14454,2011,8,26,5,21,1015,3.12,0,2,21
14455,2011,8,26,6,20,1016,1.79,0,3,21
14456,2011,8,26,7,21,1016,4.92,0,0,22
14457,2011,8,26,8,19,1017,5.81,0,2,20
14458,2011,8,26,9,19,1017,8.94,0,3,20
14459,2011,8,26,10,19,1017,9.83,0,4,20
14460,2011,8,26,11,20,1017,13.85,0,5,21
14461,2011,8,26,12,22,1016,16.98,0,0,24
14462,2011,8,26,13,22,1016,20.11,0,0,26
14463,2011,8,26,14,22,1015,23.24,0,0,26
14464,2011,8,26,15,22,1015,26.37,0,0,27
14465,2011,8,26,16,21,1014,29.5,0,0,27
14466,2011,8,26,17,21,1014,32.63,0,0,26
14467,2011,8,26,18,21,1014,35.76,0,0,26
14468,2011,8,26,19,21,1014,37.55,0,1,26
14469,2011,8,26,20,21,1015,40.68,0,2,24
14470,2011,8,26,21,21,1015,0.89,0,0,23
14471,2011,8,26,22,21,1015,1.78,0,0,22
14472,2011,8,26,23,20,1015,2.67,0,0,21
14473,2011,8,27,0,21,1015,0.89,0,0,21
14474,2011,8,27,1,20,1014,0.89,0,0,21
14475,2011,8,27,2,21,1014,2.68,0,0,21
14476,2011,8,27,3,20,1014,4.47,0,0,21
14477,2011,8,27,4,20,1014,0.89,0,0,20
14478,2011,8,27,5,19,1014,1.78,0,0,20
14479,2011,8,27,6,20,1014,2.67,0,0,20
14480,2011,8,27,7,21,1014,1.79,0,0,21
14481,2011,8,27,8,21,1014,3.58,0,0,22
14482,2011,8,27,9,21,1014,5.37,0,0,23
14483,2011,8,27,10,21,1015,1.79,0,0,25
14484,2011,8,27,11,21,1014,3.58,0,0,26
14485,2011,8,27,12,20,1014,6.71,0,0,26
14486,2011,8,27,13,18,1013,9.84,0,0,27
14487,2011,8,27,14,18,1013,12.97,0,0,27
14488,2011,8,27,15,20,1012,17.89,0,0,26
14489,2011,8,27,16,18,1012,21.91,0,0,26
14490,2011,8,27,17,18,1012,25.93,0,0,25
14491,2011,8,27,18,17,1011,29.06,0,0,24
14492,2011,8,27,19,18,1012,30.85,0,0,22
14493,2011,8,27,20,18,1012,0.89,0,0,22
14494,2011,8,27,21,18,1012,0.89,0,0,21
14495,2011,8,27,22,18,1012,0.45,0,0,20
14496,2011,8,27,23,18,1012,1.34,0,0,19
14497,2011,8,28,0,18,1012,2.23,0,0,19
14498,2011,8,28,1,18,1012,1.79,0,0,18
14499,2011,8,28,2,18,1011,0.89,0,0,18
14500,2011,8,28,3,18,1011,1.34,0,0,18
14501,2011,8,28,4,17,1011,1.79,0,0,17
14502,2011,8,28,5,18,1011,2.68,0,0,18
14503,2011,8,28,6,17,1011,4.47,0,0,18
14504,2011,8,28,7,19,1011,6.26,0,0,20
14505,2011,8,28,8,20,1011,8.05,0,0,21
14506,2011,8,28,9,20,1011,11.18,0,0,24
14507,2011,8,28,10,20,1011,1.79,0,0,25
14508,2011,8,28,11,19,1011,0.89,0,0,27
14509,2011,8,28,12,19,1010,1.79,0,0,27
14510,2011,8,28,13,18,1009,3.13,0,0,28
14511,2011,8,28,14,19,1009,4.92,0,0,29
14512,2011,8,28,15,19,1008,1.79,0,0,29
14513,2011,8,28,16,20,1007,3.58,0,0,29
14514,2011,8,28,17,20,1007,5.37,0,0,28
14515,2011,8,28,18,19,1007,9.39,0,0,27
14516,2011,8,28,19,19,1008,13.41,0,0,25
14517,2011,8,28,20,19,1009,17.43,0,0,26
14518,2011,8,28,21,20,1009,0.89,0,0,24
14519,2011,8,28,22,20,1009,1.78,0,0,22
14520,2011,8,28,23,20,1010,2.67,0,0,21
14521,2011,8,29,0,20,1010,0.89,0,0,21
14522,2011,8,29,1,20,1009,0.89,0,0,21
14523,2011,8,29,2,20,1009,1.34,0,0,20
14524,2011,8,29,3,19,1009,2.23,0,0,20
14525,2011,8,29,4,19,1009,3.12,0,0,20
14526,2011,8,29,5,20,1010,4.01,0,0,20
14527,2011,8,29,6,19,1010,0.89,0,0,20
14528,2011,8,29,7,20,1010,0.89,0,0,21
14529,2011,8,29,8,20,1010,1.78,0,0,23
14530,2011,8,29,9,21,1010,1.79,0,0,24
14531,2011,8,29,10,21,1010,0.89,0,0,26
14532,2011,8,29,11,21,1010,2.68,0,0,27
14533,2011,8,29,12,21,1009,3.13,0,0,28
14534,2011,8,29,13,21,1009,4.92,0,0,28
14535,2011,8,29,14,21,1008,8.05,0,0,29
14536,2011,8,29,15,20,1008,11.18,0,0,29
14537,2011,8,29,16,19,1007,12.97,0,0,29
14538,2011,8,29,17,19,1007,16.1,0,0,29
14539,2011,8,29,18,21,1007,17.89,0,0,27
14540,2011,8,29,19,19,1008,19.68,0,0,26
14541,2011,8,29,20,21,1009,21.47,0,0,24
14542,2011,8,29,21,21,1009,0.89,0,0,24
14543,2011,8,29,22,21,1010,0.89,0,0,23
14544,2011,8,29,23,22,1010,0.89,0,0,23
14545,2011,8,30,0,21,1010,1.79,0,0,22
14546,2011,8,30,1,21,1009,2.68,0,0,22
14547,2011,8,30,2,22,1009,3.57,0,0,23
14548,2011,8,30,3,22,1009,5.36,0,0,23
14549,2011,8,30,4,22,1009,7.15,0,0,23
14550,2011,8,30,5,22,1009,0.89,0,0,23
14551,2011,8,30,6,22,1009,0.89,0,0,23
14552,2011,8,30,7,22,1009,0.89,0,0,23
14553,2011,8,30,8,22,1010,0.89,0,0,24
14554,2011,8,30,9,23,1010,1.78,0,0,25
14555,2011,8,30,10,23,1010,2.67,0,0,26
14556,2011,8,30,11,23,1009,3.56,0,0,28
14557,2011,8,30,12,23,1009,1.79,0,0,28
14558,2011,8,30,13,23,1008,3.13,0,0,31
14559,2011,8,30,14,23,1007,1.79,0,0,31
14560,2011,8,30,15,23,1007,1.79,0,0,30
14561,2011,8,30,16,23,1006,4.92,0,0,30
14562,2011,8,30,17,23,1006,8.05,0,0,30
14563,2011,8,30,18,22,1007,12.07,0,0,29
14564,2011,8,30,19,22,1007,15.2,0,0,28
14565,2011,8,30,20,23,1008,18.33,0,0,26
14566,2011,8,30,21,22,1008,20.12,0,0,26
14567,2011,8,30,22,22,1008,0.89,0,0,25
14568,2011,8,30,23,23,1007,0.89,0,0,24
14569,2011,8,31,0,22,1007,1.78,0,0,23
14570,2011,8,31,1,22,1007,2.67,0,0,23
14571,2011,8,31,2,22,1007,0.89,0,0,22
14572,2011,8,31,3,22,1007,0.89,0,0,22
14573,2011,8,31,4,22,1006,0.89,0,0,23
14574,2011,8,31,5,22,1006,1.78,0,0,22
14575,2011,8,31,6,22,1006,0.89,0,0,23
14576,2011,8,31,7,23,1006,1.78,0,0,23
14577,2011,8,31,8,24,1006,2.67,0,0,24
14578,2011,8,31,9,24,1006,3.56,0,0,26
14579,2011,8,31,10,24,1006,1.79,0,0,27
14580,2011,8,31,11,24,1005,1.79,0,0,29
14581,2011,8,31,12,24,1005,2.68,0,0,29
14582,2011,8,31,13,24,1004,1.79,0,0,30
14583,2011,8,31,14,24,1004,1.79,0,0,32
14584,2011,8,31,15,24,1003,1.79,0,0,31
14585,2011,8,31,16,23,1003,0.89,0,0,31
14586,2011,8,31,17,25,1003,1.79,0,0,30
14587,2011,8,31,18,25,1003,3.58,0,0,29
14588,2011,8,31,19,25,1003,0.89,0,0,27
14589,2011,8,31,20,25,1004,1.78,0,0,27
14590,2011,8,31,21,25,1005,2.67,0,0,26
14591,2011,8,31,22,25,1005,3.13,0,0,26
14592,2011,8,31,23,25,1006,6.26,0,0,27
14593,2011,9,1,0,23,1005,5.81,0,1,26
14594,2011,9,1,1,21,1007,3.13,0,2,23
14595,2011,9,1,2,20,1008,4.92,0,3,24
14596,2011,9,1,3,21,1008,4.02,0,0,23
14597,2011,9,1,4,19,1010,8.94,0,1,21
14598,2011,9,1,5,19,1011,12.96,0,0,21
14599,2011,9,1,6,18,1012,16.09,0,0,20
14600,2011,9,1,7,18,1013,17.88,0,0,20
14601,2011,9,1,8,18,1013,21.01,0,0,21
14602,2011,9,1,9,18,1014,1.79,0,0,22
14603,2011,9,1,10,17,1014,1.79,0,0,24
14604,2011,9,1,11,18,1013,3.13,0,0,24
14605,2011,9,1,12,17,1013,1.79,0,0,26
14606,2011,9,1,13,16,1012,3.13,0,0,28
14607,2011,9,1,14,14,1011,7.15,0,0,28
14608,2011,9,1,15,13,1010,11.17,0,0,28
14609,2011,9,1,16,12,1010,15.19,0,0,28
14610,2011,9,1,17,12,1009,19.21,0,0,28
14611,2011,9,1,18,12,1009,23.23,0,0,25
14612,2011,9,1,19,13,1010,28.15,0,0,24
14613,2011,9,1,20,14,1010,32.17,0,0,22
14614,2011,9,1,21,15,1010,35.3,0,0,21
14615,2011,9,1,22,15,1011,37.09,0,0,22
14616,2011,9,1,23,17,1011,37.98,0,0,19
14617,2011,9,2,0,17,1010,38.87,0,0,18
14618,2011,9,2,1,17,1010,39.76,0,0,18
14619,2011,9,2,2,17,1010,40.65,0,0,18
14620,2011,9,2,3,17,1010,0.89,0,0,18
14621,2011,9,2,4,16,1010,1.78,0,0,17
14622,2011,9,2,5,16,1010,2.23,0,0,17
14623,2011,9,2,6,17,1011,2.68,0,0,18
14624,2011,9,2,7,18,1011,3.13,0,0,21
14625,2011,9,2,8,16,1011,1.79,0,0,21
14626,2011,9,2,9,17,1011,1.79,0,0,23
14627,2011,9,2,10,17,1011,1.79,0,0,25
14628,2011,9,2,11,17,1011,1.79,0,0,27
14629,2011,9,2,12,17,1010,1.79,0,0,28
14630,2011,9,2,13,16,1009,3.58,0,0,29
14631,2011,9,2,14,16,1008,6.71,0,0,30
14632,2011,9,2,15,17,1008,9.84,0,0,30
14633,2011,9,2,16,18,1008,4.02,0,0,30
14634,2011,9,2,17,17,1008,8.04,0,0,28
14635,2011,9,2,18,17,1008,12.06,0,0,25
14636,2011,9,2,19,18,1008,13.85,0,0,24
14637,2011,9,2,20,18,1009,15.64,0,0,23
14638,2011,9,2,21,18,1009,17.43,0,0,23
14639,2011,9,2,22,19,1009,20.56,0,0,23
14640,2011,9,2,23,19,1010,22.35,0,0,22
14641,2011,9,3,0,20,1010,0.89,0,0,21
14642,2011,9,3,1,19,1010,1.79,0,0,21
14643,2011,9,3,2,19,1011,1.79,0,0,21
14644,2011,9,3,3,19,1011,0.89,0,0,21
14645,2011,9,3,4,19,1011,1.78,0,0,20
14646,2011,9,3,5,19,1012,0.89,0,0,20
14647,2011,9,3,6,19,1012,0.89,0,0,20
14648,2011,9,3,7,20,1013,0.89,0,0,21
14649,2011,9,3,8,19,1013,1.78,0,0,22
14650,2011,9,3,9,20,1014,1.79,0,0,24
14651,2011,9,3,10,19,1014,4.92,0,0,25
14652,2011,9,3,11,19,1014,8.05,0,0,26
14653,2011,9,3,12,20,1014,12.07,0,0,27
14654,2011,9,3,13,20,1013,16.09,0,0,27
14655,2011,9,3,14,20,1013,20.11,0,0,27
14656,2011,9,3,15,17,1013,24.13,0,0,27
14657,2011,9,3,16,17,1012,29.05,0,0,27
14658,2011,9,3,17,18,1013,33.97,0,0,26
14659,2011,9,3,18,19,1013,37.99,0,0,25
14660,2011,9,3,19,19,1013,39.78,0,0,23
14661,2011,9,3,20,20,1014,42.91,0,0,23
14662,2011,9,3,21,20,1014,0.89,0,0,22
14663,2011,9,3,22,19,1014,3.13,0,0,21
14664,2011,9,3,23,19,1015,4.92,0,0,21
14665,2011,9,4,0,19,1014,5.81,0,0,20
14666,2011,9,4,1,19,1014,0.89,0,0,19
14667,2011,9,4,2,19,1014,2.68,0,0,20
14668,2011,9,4,3,18,1014,0.89,0,0,18
14669,2011,9,4,4,18,1014,0.89,0,0,19
14670,2011,9,4,5,18,1014,1.34,0,0,18
14671,2011,9,4,6,18,1014,2.23,0,0,18
14672,2011,9,4,7,19,1015,3.12,0,0,19
14673,2011,9,4,8,19,1015,4.02,0,0,21
14674,2011,9,4,9,19,1015,5.81,0,0,24
14675,2011,9,4,10,18,1015,1.79,0,0,25
14676,2011,9,4,11,18,1015,1.79,0,0,26
14677,2011,9,4,12,17,1014,3.13,0,0,28
14678,2011,9,4,13,16,1013,4.92,0,0,28
14679,2011,9,4,14,17,1012,1.79,0,0,30
14680,2011,9,4,15,17,1012,1.79,0,0,30
14681,2011,9,4,16,15,1011,3.58,0,0,31
14682,2011,9,4,17,15,1011,3.13,0,0,30
14683,2011,9,4,18,16,1011,7.15,0,0,28
14684,2011,9,4,19,16,1012,10.28,0,0,26
14685,2011,9,4,20,16,1012,13.41,0,0,25
14686,2011,9,4,21,16,1012,16.54,0,0,25
14687,2011,9,4,22,16,1012,18.33,0,0,22
14688,2011,9,4,23,17,1012,0.89,0,0,20
14689,2011,9,5,0,17,1012,1.79,0,0,19
14690,2011,9,5,1,17,1012,1.79,0,0,18
14691,2011,9,5,2,17,1012,0.89,0,0,18
14692,2011,9,5,3,17,1013,1.78,0,0,18
14693,2011,9,5,4,17,1013,2.67,0,0,17
14694,2011,9,5,5,18,1013,3.12,0,0,18
14695,2011,9,5,6,17,1013,0.89,0,0,17
14696,2011,9,5,7,19,1014,0.89,0,0,19
14697,2011,9,5,8,19,1015,1.78,0,0,22
14698,2011,9,5,9,19,1015,1.79,0,0,24
14699,2011,9,5,10,19,1015,3.58,0,0,25
14700,2011,9,5,11,18,1015,5.37,0,0,27
14701,2011,9,5,12,16,1014,10.29,0,0,29
